gene,databases_count,peptideatlas,hpa_ms,hpa_pea,gpmdb,paxdb
A1BG,4,TRUE,TRUE,FALSE,TRUE,TRUE
A2M,4,TRUE,TRUE,FALSE,TRUE,TRUE
A2ML1,3,TRUE,TRUE,FALSE,FALSE,TRUE
A4GALT,3,TRUE,TRUE,FALSE,FALSE,TRUE
AARS1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AASS,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABAT,4,TRUE,TRUE,FALSE,TRUE,TRUE
ABCD3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABCE1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABCF1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABCF2,2,TRUE,TRUE,FALSE,FALSE,FALSE
ABHD10,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABHD11,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABHD14A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABHD14B,4,TRUE,TRUE,TRUE,FALSE,TRUE
ABHD16A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABI1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABI3BP,4,TRUE,TRUE,FALSE,TRUE,TRUE
ABLIM1,1,TRUE,FALSE,FALSE,FALSE,FALSE
ABLIM3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ABO,2,TRUE,FALSE,FALSE,FALSE,TRUE
ABRACL,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACAA1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ACAA2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACACA,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACAD9,2,TRUE,FALSE,FALSE,FALSE,TRUE
ACADM,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACADS,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACADSB,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACADVL,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACAN,5,TRUE,TRUE,TRUE,TRUE,TRUE
ACAT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACAT2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACBD3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACE,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACE2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ACHE,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACIN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACLY,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACMSD,2,TRUE,FALSE,FALSE,FALSE,TRUE
ACO1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACO2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACOT13,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACOT7,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACOT9,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACOX1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ACOX2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACP3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACP5,4,TRUE,TRUE,TRUE,FALSE,TRUE
ACP6,4,TRUE,TRUE,TRUE,FALSE,TRUE
ACSL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACSL3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACSL4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACSS2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTA1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTA2,4,TRUE,TRUE,TRUE,TRUE,FALSE
ACTBL2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTG1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTL6A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTN2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTN3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTN4,5,TRUE,TRUE,TRUE,TRUE,TRUE
ACTR1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTR1B,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACTR2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACTR3,4,TRUE,TRUE,FALSE,TRUE,TRUE
ACY1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ACY3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ACYP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADA,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADA2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADAM10,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAM11,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAM12,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAM15,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADAM17,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAM19,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAM22,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADAM23,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADAM8,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADAM9,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAMDEC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADAMTS1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADAMTS13,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADAMTS2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAMTS4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAMTS5,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAMTS8,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADAMTSL1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADAMTSL2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADAMTSL3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADAMTSL4,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADAMTSL5,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADAR,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADCY6,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADD2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADD3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRA2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRA3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRB2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRB3,3,TRUE,FALSE,TRUE,FALSE,TRUE
ADGRD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRE1,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADGRE5,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRF5,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRG1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADGRG2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ADGRG3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRG6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRL2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADGRL4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADH1A,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADH1B,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADH1C,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADH4,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADH5,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADH6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADHFE1,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADI1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADIPOQ,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADIRF,4,TRUE,TRUE,FALSE,TRUE,TRUE
ADISSP,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADK,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADM,5,TRUE,TRUE,TRUE,TRUE,TRUE
ADO,2,TRUE,FALSE,FALSE,FALSE,TRUE
ADPGK,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADPRH,2,TRUE,TRUE,FALSE,FALSE,FALSE
ADPRS,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADRM1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADSL,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADSS1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ADSS2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AEBP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AFDN,1,TRUE,FALSE,FALSE,FALSE,FALSE
AFM,4,TRUE,TRUE,FALSE,TRUE,TRUE
AFMID,1,TRUE,FALSE,FALSE,FALSE,FALSE
AFP,4,TRUE,TRUE,TRUE,FALSE,TRUE
AFTPH,2,TRUE,TRUE,FALSE,FALSE,FALSE
AGA,4,TRUE,TRUE,FALSE,TRUE,TRUE
AGER,4,TRUE,TRUE,TRUE,FALSE,TRUE
AGFG1,4,TRUE,TRUE,FALSE,TRUE,TRUE
AGL,3,TRUE,TRUE,FALSE,FALSE,TRUE
AGMAT,3,TRUE,TRUE,FALSE,FALSE,TRUE
AGO2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AGPS,4,TRUE,TRUE,FALSE,TRUE,TRUE
AGR2,4,TRUE,TRUE,TRUE,FALSE,TRUE
AGR3,4,TRUE,TRUE,TRUE,FALSE,TRUE
AGRN,5,TRUE,TRUE,TRUE,TRUE,TRUE
AGT,4,TRUE,TRUE,FALSE,TRUE,TRUE
AGXT,5,TRUE,TRUE,TRUE,TRUE,TRUE
AGXT2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AHCY,5,TRUE,TRUE,TRUE,TRUE,TRUE
AHCYL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AHCYL2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AHNAK,4,TRUE,TRUE,FALSE,TRUE,TRUE
AHNAK2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AHSA1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AHSG,4,TRUE,TRUE,FALSE,TRUE,TRUE
AHSP,5,TRUE,TRUE,TRUE,TRUE,TRUE
AIDA,2,TRUE,TRUE,FALSE,FALSE,FALSE
AIF1,4,TRUE,TRUE,TRUE,FALSE,TRUE
AIFM1,4,TRUE,TRUE,TRUE,FALSE,TRUE
AIMP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AIMP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AIP,3,TRUE,TRUE,FALSE,FALSE,TRUE
AK1,4,TRUE,TRUE,TRUE,TRUE,FALSE
AK2,4,TRUE,TRUE,FALSE,TRUE,TRUE
AK3,3,TRUE,TRUE,FALSE,FALSE,TRUE
AK4,4,TRUE,TRUE,FALSE,TRUE,TRUE
AKAP12,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKAP13,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKAP8,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKR1A1,4,TRUE,TRUE,FALSE,TRUE,TRUE
AKR1B1,5,TRUE,TRUE,TRUE,TRUE,TRUE
AKR1B10,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKR1C3,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKR1C4,4,TRUE,TRUE,TRUE,FALSE,TRUE
AKR1D1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKR7A2,4,TRUE,TRUE,FALSE,TRUE,TRUE
AKR7A3,3,TRUE,TRUE,FALSE,FALSE,TRUE
AKT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALAD,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALB,3,TRUE,FALSE,FALSE,TRUE,TRUE
ALCAM,5,TRUE,TRUE,TRUE,TRUE,TRUE
ALDH16A1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALDH18A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH1A1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ALDH1B1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH1L1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALDH2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALDH3A1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ALDH3A2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH4A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH5A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH6A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH7A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH8A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDH9A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALDOA,3,TRUE,TRUE,FALSE,TRUE,FALSE
ALDOB,3,TRUE,TRUE,FALSE,TRUE,FALSE
ALDOC,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALG1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALG13,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALOX12,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALOX12B,2,TRUE,TRUE,FALSE,FALSE,FALSE
ALOXE3,2,TRUE,TRUE,FALSE,FALSE,FALSE
ALPI,3,TRUE,TRUE,FALSE,FALSE,TRUE
ALPL,4,TRUE,TRUE,FALSE,TRUE,TRUE
ALYREF,2,TRUE,FALSE,FALSE,FALSE,TRUE
AMACR,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMBN,3,TRUE,FALSE,TRUE,FALSE,TRUE
AMBP,5,TRUE,TRUE,TRUE,TRUE,TRUE
AMDHD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMDHD2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMH,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMIGO2,4,TRUE,TRUE,TRUE,FALSE,TRUE
AMOTL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMPD1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMPD2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMPD3,3,TRUE,TRUE,FALSE,FALSE,TRUE
AMY1B,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANAPC7,2,TRUE,FALSE,FALSE,FALSE,TRUE
ANG,5,TRUE,TRUE,TRUE,TRUE,TRUE
ANGPT1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPT2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPT4,1,TRUE,FALSE,FALSE,FALSE,FALSE
ANGPTL1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ANGPTL2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPTL3,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPTL4,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPTL6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANGPTL7,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANGPTL8,2,TRUE,TRUE,FALSE,FALSE,FALSE
ANK1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANK2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANKFY1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANKRD2,2,TRUE,TRUE,FALSE,FALSE,FALSE
ANKRD28,3,TRUE,TRUE,FALSE,TRUE,FALSE
ANKS1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANO6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANP32A,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANP32B,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANP32E,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANPEP,5,TRUE,TRUE,TRUE,TRUE,TRUE
ANTXR1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANTXR2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANXA1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANXA10,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANXA11,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANXA2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ANXA3,5,TRUE,TRUE,TRUE,TRUE,TRUE
ANXA4,4,TRUE,TRUE,TRUE,FALSE,TRUE
ANXA5,5,TRUE,TRUE,TRUE,TRUE,TRUE
ANXA6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ANXA7,4,TRUE,TRUE,FALSE,TRUE,TRUE
AOC1,4,TRUE,TRUE,TRUE,FALSE,TRUE
AOC3,5,TRUE,TRUE,TRUE,TRUE,TRUE
AOX1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP1B1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP1G1,4,TRUE,TRUE,FALSE,TRUE,TRUE
AP1M1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP1S2,1,TRUE,FALSE,FALSE,FALSE,FALSE
AP2A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP2A2,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP2B1,4,TRUE,TRUE,FALSE,TRUE,TRUE
AP2M1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP3B1,3,TRUE,TRUE,FALSE,FALSE,TRUE
AP3D1,2,TRUE,TRUE,FALSE,FALSE,FALSE
APCS,4,TRUE,TRUE,FALSE,TRUE,TRUE
APEH,3,TRUE,TRUE,FALSE,FALSE,TRUE
APEX1,4,TRUE,TRUE,TRUE,FALSE,TRUE
API5,3,TRUE,TRUE,FALSE,FALSE,TRUE
APIP,3,TRUE,TRUE,FALSE,FALSE,TRUE
APLP1,4,TRUE,TRUE,TRUE,FALSE,TRUE
APLP2,4,TRUE,TRUE,FALSE,TRUE,TRUE
APMAP,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOA1,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOA2,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOA4,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOA5,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOB,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOBEC2,2,TRUE,FALSE,FALSE,FALSE,TRUE
APOBR,3,TRUE,TRUE,FALSE,FALSE,TRUE
APOC1,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOC2,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOC3,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOC4,3,TRUE,TRUE,FALSE,FALSE,TRUE
APOD,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOE,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOF,3,TRUE,TRUE,FALSE,FALSE,TRUE
APOH,5,TRUE,TRUE,TRUE,TRUE,TRUE
APOL1,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOL2,4,TRUE,TRUE,FALSE,TRUE,TRUE
APOM,5,TRUE,TRUE,TRUE,TRUE,TRUE
APP,5,TRUE,TRUE,TRUE,TRUE,TRUE
APPL1,4,TRUE,TRUE,FALSE,TRUE,TRUE
APPL2,3,TRUE,TRUE,FALSE,FALSE,TRUE
APRT,5,TRUE,TRUE,TRUE,TRUE,TRUE
AQP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARAP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARCN1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARF4,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARF5,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARF6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARG1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ARGLU1,1,TRUE,FALSE,FALSE,FALSE,FALSE
ARHGAP1,5,TRUE,TRUE,TRUE,TRUE,TRUE
ARHGAP10,2,TRUE,FALSE,FALSE,FALSE,TRUE
ARHGAP15,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARHGAP17,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARHGAP18,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARHGAP21,2,TRUE,FALSE,FALSE,FALSE,TRUE
ARHGAP45,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARHGAP6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARHGDIA,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARHGDIB,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARHGEF1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARHGEF12,3,TRUE,FALSE,TRUE,FALSE,TRUE
ARID1B,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARIH2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARL3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARL6IP1,1,TRUE,FALSE,FALSE,FALSE,FALSE
ARL6IP5,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARMH4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARMT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARPC1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARPC1B,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPC2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPC3,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPC4,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPC5,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPC5L,4,TRUE,TRUE,FALSE,TRUE,TRUE
ARPP19,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARRB1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ARSA,4,TRUE,TRUE,TRUE,FALSE,TRUE
ARSG,3,TRUE,TRUE,FALSE,FALSE,TRUE
ART3,5,TRUE,TRUE,TRUE,TRUE,TRUE
ART4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASAH1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ASAH2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ASAP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASAP2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASCC3,4,TRUE,TRUE,FALSE,TRUE,TRUE
ASGR1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ASGR2,4,TRUE,TRUE,FALSE,TRUE,TRUE
ASL,4,TRUE,TRUE,FALSE,TRUE,TRUE
ASMTL,4,TRUE,TRUE,FALSE,TRUE,TRUE
ASNS,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASPDH,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASPH,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASPN,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASPRV1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ASRGL1,2,TRUE,FALSE,FALSE,FALSE,TRUE
ASS1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ATAD1,2,TRUE,TRUE,FALSE,FALSE,FALSE
ATAD3A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATE1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATF6,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATF6B,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATG3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATG4A,3,TRUE,FALSE,TRUE,FALSE,TRUE
ATG4B,2,TRUE,FALSE,FALSE,FALSE,TRUE
ATG7,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATG9A,2,TRUE,FALSE,FALSE,FALSE,TRUE
ATIC,4,TRUE,TRUE,FALSE,TRUE,TRUE
ATL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATL3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATOX1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP1A1,4,TRUE,TRUE,FALSE,TRUE,TRUE
ATP1A2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP1A3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP1B1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP1B2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP1B3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP1B4,2,TRUE,FALSE,FALSE,FALSE,TRUE
ATP2A1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP2A2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP2A3,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP2B1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP2B4,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5F1A,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5F1B,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5F1C,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5F1D,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5IF1,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP5ME,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5MF,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5MG,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5MK,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5PB,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5PD,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5PF,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP5PO,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP6AP1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6AP2,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP6V0C,2,TRUE,TRUE,FALSE,FALSE,FALSE
ATP6V1A,4,TRUE,TRUE,FALSE,TRUE,TRUE
ATP6V1B2,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6V1C1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6V1D,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP6V1E1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6V1F,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATP6V1G1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATP6V1H,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATRN,4,TRUE,TRUE,FALSE,TRUE,TRUE
ATRNL1,3,TRUE,TRUE,FALSE,FALSE,TRUE
ATXN10,4,TRUE,TRUE,TRUE,FALSE,TRUE
ATXN2L,3,TRUE,TRUE,FALSE,FALSE,TRUE
AXL,5,TRUE,TRUE,TRUE,TRUE,TRUE
AZGP1,4,TRUE,TRUE,FALSE,TRUE,TRUE
AZU1,5,TRUE,TRUE,TRUE,TRUE,TRUE
B2M,3,TRUE,TRUE,FALSE,TRUE,FALSE
B3GALNT1,3,TRUE,TRUE,FALSE,FALSE,TRUE
B3GALT6,3,TRUE,TRUE,FALSE,FALSE,TRUE
