ProteinName,SampleID,Condition,Ibaq,IbaqNorm,IbaqLog,IbaqPpb
P01767,PXD023650-Sample-1,blood plasma,177.46601284674398,0.008276499725564048,7.917846704988241,827649.9725564048
P02654,PXD023650-Sample-1,blood plasma,155.82340304352155,0.007267151224273556,7.861364197648083,726715.1224273556
P06310,PXD023650-Sample-1,blood plasma,85.64942906159379,0.003994440765033531,7.6014559852368135,399444.0765033531
P62328,PXD023650-Sample-1,blood plasma,82.624505002538,0.0038533670870766826,7.585840383603674,385336.70870766824
A0A0C4DH43,PXD023650-Sample-1,blood plasma,67.69709001233936,0.0031571957803124286,7.499301513686016,315719.5780312429
P04406,PXD023650-Sample-1,blood plasma,66.43441565405797,0.003098308313286179,7.491124632305214,309830.8313286179
A0A075B6S5,PXD023650-Sample-1,blood plasma,59.52963770800875,0.002776289511720448,7.443464752412019,277628.9511720448
P07737,PXD023650-Sample-1,blood plasma,57.3274943520128,0.0026735879375475225,7.427094473143135,267358.79375475226
P63241,PXD023650-Sample-1,blood plasma,56.39780466828979,0.0026302299092199346,7.419993711965629,263022.99092199345
A0A0J9YX35,PXD023650-Sample-1,blood plasma,56.23459652660341,0.0026226183552203325,7.418735096430609,262261.8355220333
P80748,PXD023650-Sample-1,blood plasma,55.82351811262551,0.0026034468511903657,7.415548716073416,260344.68511903659
P01714,PXD023650-Sample-1,blood plasma,52.313667721050344,0.002439757616634062,7.387346682491559,243975.76166340619
P0DTE1,PXD023650-Sample-1,blood plasma,51.37053998459378,0.0023957728765323307,7.379445643790678,239577.28765323307
P0DOX6,PXD023650-Sample-1,blood plasma,50.9285698930816,0.002375160674328481,7.375692994008869,237516.0674328481
P00746,PXD023650-Sample-1,blood plasma,50.07088841070055,0.0023351608995001685,7.368316810108819,233516.08995001685
O95445,PXD023650-Sample-1,blood plasma,50.01220659216469,0.0023324241498137535,7.367807529437634,233242.41498137533
P01705,PXD023650-Sample-1,blood plasma,49.03244476023488,0.002286730901833432,7.359215060660551,228673.09018334319
Q96IY4,PXD023650-Sample-1,blood plasma,48.99415805784991,0.002284945321165343,7.358875811845564,228494.5321165343
P01602,PXD023650-Sample-1,blood plasma,48.95070095520529,0.0022829186080367703,7.358490428042745,228291.86080367703
A0A075B6K4,PXD023650-Sample-1,blood plasma,48.593470729783895,0.0022662584272210968,7.355309432057262,226625.84272210966
A0A0A0MS15,PXD023650-Sample-1,blood plasma,47.97251933616402,0.0022372990565988375,7.349724039505624,223729.90565988375
P01706,PXD023650-Sample-1,blood plasma,47.80085227379057,0.002229293003091289,7.34816715294096,222929.3003091289
P03950,PXD023650-Sample-1,blood plasma,46.38047893205257,0.002163050913214367,7.335066741846779,216305.09132143672
P68371,PXD023650-Sample-1,blood plasma,46.17388291683971,0.002153415874731317,7.333127910297082,215341.5874731317
A0A0B4J1V2,PXD023650-Sample-1,blood plasma,45.91870923787597,0.0021415153150126606,7.330721184593763,214151.53150126606
A0A0B4J1U7,PXD023650-Sample-1,blood plasma,45.317473866460666,0.0021134754424382116,7.32499720590266,211347.54424382115
A0A075B6Q5,PXD023650-Sample-1,blood plasma,44.50255252795807,0.002075469876604614,7.317116434404815,207546.9876604614
P01764,PXD023650-Sample-1,blood plasma,43.676890802618175,0.0020369634103040175,7.30898322789767,203696.34103040176
P80108,PXD023650-Sample-1,blood plasma,43.637646244440496,0.002035133158022033,7.3085928302208245,203513.31580220332
P55056,PXD023650-Sample-1,blood plasma,43.593026623150486,0.0020330522283981706,7.308148535654157,203305.22283981706
P0DP06,PXD023650-Sample-1,blood plasma,43.294218241923815,0.002019116672820244,7.305161414980302,201911.6672820244
P26927,PXD023650-Sample-1,blood plasma,43.22987687428368,0.0020161159781910375,7.304515511523298,201611.59781910374
P17936,PXD023650-Sample-1,blood plasma,42.384446859237244,0.00197668757623805,7.295938032673322,197668.757623805
A0A075B6H9,PXD023650-Sample-1,blood plasma,42.33523049864686,0.001974392268035733,7.295433441605583,197439.2268035733
P14618,PXD023650-Sample-1,blood plasma,41.453228371058174,0.0019332582489081456,7.286289871920122,193325.82489081455
A0A0J9YXX1,PXD023650-Sample-1,blood plasma,41.23808586588127,0.0019232246269402507,7.284030011510135,192322.46269402507
P08670,PXD023650-Sample-1,blood plasma,40.6475855964324,0.0018956854083617637,7.277766267206425,189568.54083617637
P12259,PXD023650-Sample-1,blood plasma,40.52631749952214,0.0018900298163151664,7.276468655474306,189002.98163151662
