ProteinName,SampleID,Condition,Ibaq,IbaqNorm,IbaqLog,IbaqPpb
P09681,PXD008441-Sample-1,blood plasma,1.9210909343274263,0.5121380456697905,9.709387039866234,51213804.56697905
Q99624,PXD008441-Sample-1,blood plasma,1.2860611395764079,0.3428472993471885,9.535100732820693,34284729.93471885
P54840,PXD008441-Sample-1,blood plasma,0.5439672787210279,0.14501465498302113,9.161411893660146,14501465.498302113
O75891,PXD008441-Sample-10,blood plasma,0.3909333026900239,1.0,10.0,100000000.0
P13640,PXD008441-Sample-100,blood plasma,9.211753464523117,0.8281665553700038,9.918117687997393,82816655.53700039
Q86U42,PXD008441-Sample-100,blood plasma,1.9113152042032335,0.17183344462999608,9.235107696192856,17183344.46299961
P00439,PXD008441-Sample-102,blood plasma,0.8118951165189119,0.5180327580318086,9.714357223418263,51803275.80318086
P54868,PXD008441-Sample-102,blood plasma,0.7553708602575209,0.48196724196819146,9.683017521400853,48196724.19681915
P22676,PXD008441-Sample-104,blood plasma,3.66516380964392,0.8229398224900661,9.91536807857068,82293982.24900661
Q6NXR4,PXD008441-Sample-104,blood plasma,0.7885808135702068,0.17706017750993386,9.248120895281469,17706017.750993386
P48061,PXD008441-Sample-105,blood plasma,4.408415694858885,0.4564501929111961,9.659393394961334,45645019.29111961
P20160,PXD008441-Sample-105,blood plasma,3.489912999106449,0.3613478337678455,9.55792545552423,36134783.37678455
Q86U42,PXD008441-Sample-105,blood plasma,1.75971453467792,0.18220197332095828,9.260553076247092,18220197.332095828
P20160,PXD008441-Sample-106,blood plasma,1.8071308602705887,0.8822314560745486,9.945582538543329,88223145.60745485
Q562E7,PXD008441-Sample-106,blood plasma,0.2412328064607481,0.11776854392545137,9.071029305528373,11776854.392545138
Q92604,PXD008441-Sample-107,blood plasma,1.3638508198824986,0.585277886839326,9.767362115767897,58527788.6839326
P28330,PXD008441-Sample-107,blood plasma,0.9664111813827416,0.41472211316067403,9.617757192749162,41472211.316067405
Q969X6,PXD008441-Sample-108,blood plasma,0.6880979241733778,0.5062898906176655,9.704399255664944,50628989.06176655
Q08397,PXD008441-Sample-108,blood plasma,0.6710007600486384,0.4937101093823344,9.693472020077568,49371010.93823344
Q9BXJ1,PXD008441-Sample-109,blood plasma,1.5801397872458365,1.0,10.0,100000000.0
P48061,PXD008441-Sample-11,blood plasma,4.453690756379209,1.0,10.0,100000000.0
Q9BXJ1,PXD008441-Sample-110,blood plasma,1.6049775788573284,0.7402837315891393,9.86939820546933,74028373.15891393
P28288,PXD008441-Sample-110,blood plasma,0.5630797623623461,0.25971626841086076,9.414499154326183,25971626.841086075
O14756,PXD008441-Sample-111,blood plasma,1.0548632590347065,0.8119034262730985,9.909504374153734,81190342.62730986
Q7KZ85,PXD008441-Sample-111,blood plasma,0.24438394808310646,0.18809657372690142,9.274380884731386,18809657.37269014
P10632,PXD008441-Sample-113,blood plasma,0.7500325077102659,1.0,10.0,100000000.0
Q71UM5,PXD008441-Sample-115,blood plasma,5.08613302538225,0.7214111839016547,9.858182870820055,72141118.39016548
Q9UPQ4,PXD008441-Sample-115,blood plasma,0.8788085194678207,0.12464917674946059,9.095689414533759,12464917.674946059
P54840,PXD008441-Sample-115,blood plasma,0.5434709547949561,0.07708528718344446,8.886971494720395,7708528.718344445
