ProteinName,SampleID,Condition,Ibaq,IbaqNorm,IbaqLog,IbaqPpb
P04921,PXD037340-Sample-1,blood plasma,24.678137381380182,0.6227055552882319,9.794282740171798,62270555.52882319
Q8N0U8,PXD037340-Sample-1,blood plasma,6.476822183073035,0.163430209163868,9.213332336532668,16343020.9163868
P48509,PXD037340-Sample-1,blood plasma,3.4861882303903635,0.08796728635940186,8.94432119493412,8796728.635940187
Q16718,PXD037340-Sample-1,blood plasma,3.4259724716292834,0.08644785695851392,8.93675423158764,8644785.695851393
Q9HCN8,PXD037340-Sample-1,blood plasma,1.563387558300598,0.039449092229984176,8.596037014033534,3944909.2229984174
P04921,PXD037340-Sample-2,blood plasma,24.815089393225733,0.4899482218705237,9.690150185856895,48994822.18705237
Q8N0U8,PXD037340-Sample-2,blood plasma,6.059911907441937,0.1196466801587952,9.07790065273033,11964668.015879521
P12074,PXD037340-Sample-2,blood plasma,4.496101177329913,0.0887708580160955,8.948270417580586,8877085.80160955
P48509,PXD037340-Sample-2,blood plasma,3.5310256489148526,0.06971644190559804,8.843335214063362,6971644.190559804
Q16718,PXD037340-Sample-2,blood plasma,3.4259724716292834,0.06764227579653037,8.830218210830617,6764227.579653037
Q8NBI5,PXD037340-Sample-2,blood plasma,2.6930372690648374,0.053171229831215694,8.72567670550383,5317122.983121569
P46736,PXD037340-Sample-2,blood plasma,2.571430655800555,0.05077023328462269,8.705609158952992,5077023.328462269
Q9HCN8,PXD037340-Sample-2,blood plasma,1.5762117786245278,0.031120667993212333,8.493048910382322,3112066.7993212333
P57075,PXD037340-Sample-2,blood plasma,1.080339622732027,0.021330186193821467,8.328994646475978,2133018.6193821467
Q86W25,PXD037340-Sample-2,blood plasma,0.3992716511598366,0.007883204949584945,7.89670281760903,788320.4949584944
P04921,PXD037340-Sample-3,blood plasma,25.402584614549028,0.338673612355536,9.529781360049352,33867361.2355536
Q8N0U8,PXD037340-Sample-3,blood plasma,10.148721986122242,0.13530530014900566,9.1313148090173,13530530.014900565
P12074,PXD037340-Sample-3,blood plasma,8.202297672372799,0.10935508431401467,9.038838979766789,10935508.431401467
Q16718,PXD037340-Sample-3,blood plasma,6.722967850851374,0.08963228908974509,8.952464487869538,8963228.90897451
O00501,PXD037340-Sample-3,blood plasma,6.2741674935169875,0.08364877046157221,8.922459561727834,8364877.04615722
P48509,PXD037340-Sample-3,blood plasma,3.4962334345717556,0.046612658707431295,8.668503875063799,4661265.870743129
Q9HCN8,PXD037340-Sample-3,blood plasma,3.0862150135984177,0.041146190555847166,8.614329633055991,4114619.0555847166
Q8NBI5,PXD037340-Sample-3,blood plasma,2.7192061026147365,0.03625313594996563,8.559345579647967,3625313.594996563
Q9NXR7,PXD037340-Sample-3,blood plasma,2.2823923404698094,0.03042942560721944,8.48329375459381,3042942.560721944
Q8ND76,PXD037340-Sample-3,blood plasma,2.130056061866153,0.02839844023504787,8.453294487374002,2839844.023504787
Q9UKA9,PXD037340-Sample-3,blood plasma,1.8609175951947583,0.024810218874327508,8.394630595610112,2481021.887432751
P46736,PXD037340-Sample-3,blood plasma,1.243462922523555,0.016578158726416693,8.219536293442085,1657815.8726416694
P57075,PXD037340-Sample-3,blood plasma,1.0777525478352608,0.014368866559810506,8.157422511611331,1436886.6559810506
Q86W25,PXD037340-Sample-3,blood plasma,0.3591178055292924,0.00478784841406019,7.680140391947544,478784.841406019
Q9HCN8,PXD037340-Sample-4,blood plasma,1.598787153426999,1.0,10.0,100000000.0
Q8N0U8,PXD037340-Sample-5,blood plasma,3.2195984332464875,0.3267206683540292,9.514176608819433,32672066.835402917
O00501,PXD037340-Sample-5,blood plasma,2.742532315671136,0.2783086182133191,9.444526655074743,27830861.82133191
Q9HCN8,PXD037340-Sample-5,blood plasma,1.7348904051627252,0.17605442555896625,9.24564694659837,17605442.555896625
Q8NBI5,PXD037340-Sample-5,blood plasma,1.6644576273930032,0.16890699872792808,9.227647645106515,16890699.872792806
P57075,PXD037340-Sample-5,blood plasma,0.4928057652201657,0.050009289145757474,8.699050681336928,5000928.914575747
Q16718,PXD037340-Sample-6,blood plasma,3.1739569000497445,0.42593943555063796,9.629347851036826,42593943.5550638
Q9HCN8,PXD037340-Sample-6,blood plasma,1.7746113515853699,0.23814972326945605,9.376850081196682,23814972.326945607
Q8NBI5,PXD037340-Sample-6,blood plasma,1.4604069295155704,0.19598404226042052,9.292220710946358,19598404.22604205
Q8ND76,PXD037340-Sample-6,blood plasma,1.0426872739741297,0.13992679891948553,9.145900898968325,13992679.891948553
